<s> Bob Davie , Notre Dame , 0 , 0 , 2000 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Navy , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> Charlie Weis , Air Force , 0 , 0 , 2007 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2007 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2007 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> 2008 , Charlie Weis , Notre Dame , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Michigan State , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , North Carolina , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> 2008 , Charlie Weis , Pittsburgh , 0 , 0 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Boston College , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2008 , 0 , 0 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , Syracuse , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , USC , 0 , 0 , 2008 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 23 , FBS Independents , 2009 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Michigan , 2009 , FBS Independents , 18 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , Notre Dame , 0 , 0 , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , USC , 25 , FBS Independents , 2009 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , 0 , 0 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> Charlie Weis , Notre Dame , 2009 , FBS Independents , 25 </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> 2009 , Charlie Weis , Navy , 19 , FBS Independents </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> Charlie Weis , Pittsburgh , 0 , 0 , 2009 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Connecticut , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2009 , Charlie Weis , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> Brian Kelly , Michigan , 2010 , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Michigan State , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> 2010 , Brian Kelly , Stanford , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2010 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> 2010 , Brian Kelly , Navy , 0 , 0 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> Brian Kelly , Tulsa , 0 , 0 , 2010 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2010 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2010 , 0 , 0 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , South Florida , 16 , FBS Independents , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> Brian Kelly , Michigan , 0 , 0 , 2011 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> 2011 , Brian Kelly , Notre Dame , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 2011 , 0 , 0 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> Brian Kelly , Notre Dame , 0 , 0 , 2011 </s>
<s> 2011 , Brian Kelly , USC , 0 , 0 </s>
<s> 2011 , Brian Kelly , USC , 0 , 0 </s>
<s> 2011 , Brian Kelly , USC , 0 , 0 </s>
<s> 2011 , Brian Kelly , USC , 0 , 0 </s>
<s> 2011 , Brian Kelly , USC , 0 , 0 </s>
<s> 2011 , Brian Kelly , USC , 0 , 0 </s>
